Num ordine;Data ordine;Nominativo;B2B;Categoria;Prodotto;Periodo consegna;MM consegna ordine;AA consegna ordine;GG consegna ordine;Prz unitario;Unità misura;Qta;Tot riga;Imponibile ordine;IVA;Spese spedizione e consegna;Tot ordine;Transazione;Data consegna ordine;Mod pag GG;Pagamento
2022-000988;02/05/2022;Privato-0449;Privato;Frutti di bosco;Lamponi;Maggio;5;2022;6; 4,72 € ;kg;9;42,48;317,16;20%;22;402,592;Differita;06/05/2022;43;14/06/2022
2022-000990;21/05/2022;Privato-0406;Privato;Frutta;Ciliegie;Maggio;5;2022;21; 1,78 € ;kg;7;12,46;54,4;20%;0;65,28;Immediata;21/05/2022;0;21/05/2022
2022-000990;10/04/2022;Privato-0270;Privato;Ortaggi;Lattuga;Aprile;4;2022;10; 13,98 € ;kg;3;41,94;54,4;20%;7;72,28;Immediata;10/04/2022;0;10/04/2022
2022-000991;19/08/2022;Privato-0670;Privato;Frutta;Melograno;Agosto;8;2022;23; 3,28 € ;kg;6;19,68;23,66;20%;14;42,392;Differita;23/08/2022;25;13/09/2022
2022-000991;02/08/2022;Privato-0095;Privato;Frutta in guscio;Semi girasole;Agosto;8;2022;4; 3,98 € ;kg;1;3,98;23,66;20%;29;57,392;Differita;04/08/2022;39;10/09/2022
2022-000992;30/08/2022;Privato-0074;Privato;Ulivi;Olive da tavola;Settembre;9;2022;22; 94,99 € ;q;2;189,9818182;195,9818182;20%;2;237,1781818;Differita;22/09/2022;75;13/11/2022
2022-000992;11/04/2022;Privato-0467;Privato;Ortaggi;Meloni;Aprile;4;2022;13; 1,50 € ;kg;4;6;195,9818182;20%;5;240,1781818;Differita;13/04/2022;69;19/06/2022
2022-000993;25/08/2022;RagSoc-0080;RagSoc;Viti;Uva per vinificazione;Settembre;9;2022;4; 33,74 € ;q;14;472,36;472,36;20%;15;581,832;Differita;04/09/2022;17;11/09/2022
2022-000994;20/08/2022;Privato-0653;Privato;Frutta;Cachi;Agosto;8;2022;23; 3,84 € ;kg;7;26,88;41,84;20%;1;51,208;Differita;23/08/2022;114;12/12/2022
2022-000994;29/12/2022;Privato-0238;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2023;13; 1,36 € ;Confezione;11;14,96;41,84;20%;2;52,208;Differita;13/01/2023;55;22/02/2023
2022-000995;09/04/2022;Privato-0585;Privato;Ortaggi;Asparagi;Aprile;4;2022;9; 2,21 € ;kg;19;41,99;41,99;20%;30;80,388;Immediata;09/04/2022;0;09/04/2022
2023-000001;07/08/2023;RagSoc-0063;RagSoc;Cereali;Orzo;Settembre;9;2023;30; 316,64 € ;t;13;4116,32;4144,82;20%;4;4977,784;Differita;30/09/2023;16;23/08/2023
2023-000001;19/04/2023;Privato-0780;Privato;Ortaggi;Meloni;Aprile;4;2023;20; 1,50 € ;kg;19;28,5;4144,82;20%;0;4973,784;Differita;20/04/2023;31;20/05/2023
2023-000002;14/08/2023;Privato-0254;Privato;Frutta;Cachi;Agosto;8;2023;14; 3,84 € ;kg;16;61,44;61,44;20%;0;73,728;Immediata;14/08/2023;0;14/08/2023
2023-000003;19/07/2023;RagSoc-0014;RagSoc;Frutta in guscio;Castagne;Agosto;8;2023;12; 2,87 € ;kg;3;8,61;68,21;20%;0;81,852;Differita;12/08/2023;1;20/07/2023
2023-000003;18/08/2023;Privato-0638;Privato;Frutta in guscio;Mandorle;Agosto;8;2023;21; 7,45 € ;kg;8;59,6;68,21;20%;1;82,852;Differita;21/08/2023;114;10/12/2023
2023-000004;22/06/2023;Privato-0252;Privato;Cereali;Grano tenero;Giugno;6;2023;22; 317,59 € ;t;13;4128,67;4139,15;20%;47;5013,98;Immediata;22/06/2023;0;22/06/2023
2023-000004;14/04/2023;Privato-0048;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2023;16; 1,31 € ;Confezione;8;10,48;4139,15;20%;1;4967,98;Differita;16/04/2023;82;05/07/2023
2023-000005;03/06/2023;Privato-0541;Privato;Cereali;Sorgo;Giugno;6;2023;7; 329,91 € ;t;6;1979,46;1979,46;20%;26;2401,352;Differita;07/06/2023;39;12/07/2023
2023-000006;06/04/2023;RagSoc-0111;RagSoc;Ortaggi;Cicoria;Aprile;4;2023;30; 19,62 € ;kg;5;98,1;98,1;20%;0;117,72;Differita;30/04/2023;49;25/05/2023
2023-000007;26/03/2023;Privato-0442;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2023;1; 1,48 € ;Confezione;9;13,32;13,32;20%;10;25,984;Differita;01/04/2023;71;05/06/2023
2023-000008;18/08/2023;RagSoc-0054;RagSoc;Frutta in guscio;Mandorle;Agosto;8;2023;20; 7,45 € ;kg;19;141,55;141,55;20%;41;210,86;Differita;20/08/2023;112;08/12/2023
2023-000010;18/08/2023;Privato-0314;Privato;Frutta;Melograno;Agosto;8;2023;25; 3,28 € ;kg;17;55,76;95;20%;3;117;Differita;25/08/2023;62;19/10/2023
2023-000010;26/03/2023;RagSoc-0018;RagSoc;Ortaggi;Cicoria;Aprile;4;2023;17; 19,62 € ;kg;2;39,24;95;20%;9;123;Differita;17/04/2023;59;24/05/2023
2023-000012;20/01/2023;Privato-0492;Privato;Altre piante;Piante d'arredo;Annuale;1;2023;20; 32,01 € ;Pezzo;6;192,06;192,06;20%;35;265,472;Immediata;20/01/2023;0;20/01/2023
2023-000013;07/06/2023;RagSoc-0087;RagSoc;Frutta in guscio;Nocciole;Agosto;8;2023;5; 4,39 € ;kg;14;61,46;61,46;20%;2;75,752;Differita;05/08/2023;54;31/07/2023
2023-000014;01/04/2023;Privato-0103;Privato;Spezie piante aromatiche;Menta;Aprile;4;2023;9; 0,55 € ;Confezione;10;5,5;5,5;20%;4;10,6;Differita;09/04/2023;2;03/04/2023
2023-000016;22/08/2023;RagSoc-0077;RagSoc;Ortaggi;Finocchi;Settembre;9;2023;13; 14,06 € ;kg;10;140,6;140,6;20%;2;170,72;Differita;13/09/2023;40;01/10/2023
2023-000017;07/09/2023;RagSoc-0110;RagSoc;Ortaggi;Broccoli;Settembre;9;2023;11; 22,73 € ;kg;16;363,68;363,68;20%;8;444,416;Differita;11/09/2023;116;01/01/2024
2023-000019;19/09/2023;Privato-0196;Privato;Ulivi;Olive da tavola;Settembre;9;2023;29; 94,99 € ;q;17;1614,845455;6893,405455;20%;74;8346,086545;Differita;29/09/2023;24;13/10/2023
2023-000019;18/04/2023;RagSoc-0095;RagSoc;Cereali;Sorgo;Giugno;6;2023;13; 329,91 € ;t;16;5278,56;6893,405455;20%;5;8277,086545;Differita;13/06/2023;1;19/04/2023
2023-000020;14/05/2023;Privato-0761;Privato;Frutta;Ciliegie;Maggio;5;2023;18; 1,78 € ;kg;12;21,36;34,86;20%;23;64,832;Differita;18/05/2023;84;06/08/2023
2023-000020;20/04/2023;Privato-0020;Privato;Ortaggi;Meloni;Aprile;4;2023;20; 1,50 € ;kg;9;13,5;34,86;20%;11;52,832;Immediata;20/04/2023;0;20/04/2023
2023-000021;03/04/2023;Privato-0423;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2023;3; 1,48 € ;Confezione;16;23,68;977,08;20%;25;1197,496;Immediata;03/04/2023;0;03/04/2023
2023-000021;17/05/2023;Privato-0784;Privato;Frutta;Prugne;Maggio;5;2023;27; 4,26 € ;kg;5;21,3;977,08;20%;0;1172,496;Differita;27/05/2023;54;10/07/2023
2023-000021;12/11/2023;RagSoc-0037;RagSoc;Erbe officinali;Erbe diverse;Annuale;1;2024;11; 62,14 € ;kg;15;932,1;977,08;20%;28;1200,496;Differita;11/01/2024;20;02/12/2023
2023-000024;14/04/2023;Privato-0008;Privato;Legumi;Fave;Aprile;4;2023;21; 117,01 € ;q;9;1053,09;1070,31;20%;7;1291,372;Differita;21/04/2023;74;27/06/2023
2023-000024;02/08/2023;Privato-0598;Privato;Frutta in guscio;Castagne;Agosto;8;2023;6; 2,87 € ;kg;6;17,22;1070,31;20%;3;1287,372;Differita;06/08/2023;67;08/10/2023
2023-000025;22/04/2023;Privato-0136;Privato;Legumi;Lenticchie;Aprile;4;2023;23; 113,58 € ;q;7;795,06;795,06;20%;5;959,072;Differita;23/04/2023;69;30/06/2023
2023-000026;13/04/2023;Privato-0036;Privato;Ortaggi;Angurie;Aprile;4;2023;13; 20,72 € ;kg;14;290,08;290,08;20%;0;348,096;Immediata;13/04/2023;0;13/04/2023
2023-000027;13/07/2023;RagSoc-0045;RagSoc;Ulivi;Olive per frantoio;Settembre;9;2023;10; 105,48 € ;q;10;1054,818182;1113,858182;20%;0;1336,629818;Differita;10/09/2023;3;16/07/2023
2023-000027;03/08/2023;Privato-0011;Privato;Frutta;Melograno;Agosto;8;2023;4; 3,28 € ;kg;18;59,04;1113,858182;20%;12;1348,629818;Differita;04/08/2023;44;16/09/2023
2023-000028;23/04/2023;Privato-0691;Privato;Legumi;Piselli;Aprile;4;2023;26; 64,88 € ;q;4;259,52;262,34;20%;0;314,808;Differita;26/04/2023;109;10/08/2023
2023-000028;20/06/2023;RagSoc-0091;RagSoc;Frutta;Pere;Agosto;8;2023;2; 2,82 € ;kg;1;2,82;262,34;20%;1;315,808;Differita;02/08/2023;81;09/09/2023
2023-000029;08/04/2023;Privato-0308;Privato;Ortaggi;Peperoni;Aprile;4;2023;8; 2,39 € ;kg;19;45,41;45,41;20%;28;82,492;Immediata;08/04/2023;0;08/04/2023
2023-000030;01/08/2023;Privato-0036;Privato;Frutta;Mele cotogne;Agosto;8;2023;3; 0,90 € ;kg;20;18;18;20%;45;66,6;Differita;03/08/2023;118;27/11/2023
2023-000032;09/08/2023;Privato-0670;Privato;Frutta in guscio;Mandorle;Agosto;8;2023;11; 7,45 € ;kg;16;119,2;430,42;20%;19;535,504;Differita;11/08/2023;5;14/08/2023
2023-000032;23/09/2023;Privato-0438;Privato;Ortaggi;Cavolfiori;Settembre;9;2023;23; 23,94 € ;kg;13;311,22;430,42;20%;40;556,504;Immediata;23/09/2023;0;23/09/2023
2023-000033;22/08/2023;Privato-0638;Privato;Frutta in guscio;Semi girasole;Agosto;8;2023;23; 3,98 € ;kg;14;55,72;55,72;20%;4;70,864;Differita;23/08/2023;1;23/08/2023
2023-000035;30/06/2023;RagSoc-0076;RagSoc;Frutta in guscio;Noci;Agosto;8;2023;14; 7,37 € ;kg;19;140,03;140,03;20%;11;179,036;Differita;14/08/2023;36;05/08/2023
2023-000036;10/05/2023;Privato-0027;Privato;Frutti di bosco;Lamponi;Maggio;5;2023;12; 4,72 € ;kg;6;28,32;1242,32;20%;0;1490,784;Differita;12/05/2023;56;05/07/2023
2023-000036;17/04/2023;Privato-0239;Privato;Legumi;Fagioli;Aprile;4;2023;20; 60,02 € ;q;20;1200,4;1242,32;20%;0;1490,784;Differita;20/04/2023;51;07/06/2023
2023-000036;20/01/2023;Privato-0651;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2023;30; 1,36 € ;Confezione;10;13,6;1242,32;20%;23;1513,784;Differita;30/01/2023;15;04/02/2023
2023-000037;08/04/2023;Privato-0558;Privato;Ortaggi;Zucche;Aprile;4;2023;21; 17,06 € ;kg;7;119,42;443,82;20%;2;534,584;Differita;21/04/2023;97;14/07/2023
2023-000037;10/04/2023;Privato-0695;Privato;Legumi;Piselli;Aprile;4;2023;16; 64,88 € ;q;5;324,4;443,82;20%;3;535,584;Differita;16/04/2023;25;05/05/2023
2023-000038;03/09/2023;Privato-0464;Privato;Ortaggi;Broccoli;Settembre;9;2023;7; 22,73 € ;kg;10;227,3;345,29;20%;26;440,348;Differita;07/09/2023;27;30/09/2023
2023-000038;04/08/2023;Privato-0396;Privato;Frutta;Pere;Agosto;8;2023;5; 2,82 € ;kg;15;42,3;345,29;20%;4;418,348;Differita;05/08/2023;107;19/11/2023
2023-000038;06/08/2023;Privato-0779;Privato;Frutta in guscio;Nocciole;Agosto;8;2023;7; 4,39 € ;kg;7;30,73;345,29;20%;52;466,348;Differita;07/08/2023;63;08/10/2023
2023-000038;11/08/2023;Privato-0111;Privato;Frutta in guscio;Semi girasole;Agosto;8;2023;14; 3,98 € ;kg;7;27,86;345,29;20%;15;429,348;Differita;14/08/2023;84;03/11/2023
2023-000038;19/04/2023;RagSoc-0080;RagSoc;Frutti di bosco;Mirtilli;Maggio;5;2023;6; 5,70 € ;kg;3;17,1;345,29;20%;1;415,348;Differita;06/05/2023;59;17/06/2023
2023-000039;26/01/2023;Privato-0788;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2023;29; 1,36 € ;Confezione;4;5,44;5,44;20%;0;6,528;Differita;29/01/2023;18;13/02/2023
2023-000041;26/07/2023;Privato-0036;Privato;Frutta in guscio;Pistacchi;Agosto;8;2023;19; 3,61 € ;kg;19;68,59;88,99;20%;7;113,788;Differita;19/08/2023;108;11/11/2023
2023-000041;02/01/2023;Privato-0401;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2023;2; 1,36 € ;Confezione;15;20,4;88,99;20%;1;107,788;Immediata;02/01/2023;0;02/01/2023
2023-000042;10/09/2023;Privato-0076;Privato;Ortaggi;Cavolfiori;Settembre;9;2023;10; 23,94 € ;kg;13;311,22;628,1;20%;3;756,72;Immediata;10/09/2023;0;10/09/2023
2023-000042;14/05/2023;Privato-0449;Privato;Frutti di bosco;Ribes;Maggio;5;2023;14; 1,52 € ;kg;4;6,08;628,1;20%;8;761,72;Immediata;14/05/2023;0;14/05/2023
2023-000042;13/04/2023;Privato-0143;Privato;Ortaggi;Angurie;Aprile;4;2023;13; 20,72 € ;kg;15;310,8;628,1;20%;3;756,72;Immediata;13/04/2023;0;13/04/2023
2023-000045;18/02/2023;RagSoc-0120;RagSoc;Ortaggi;Carote;Aprile;4;2023;5; 8,25 € ;kg;2;16,5;16,5;20%;1;20,8;Differita;05/04/2023;4;22/02/2023
2023-000046;21/05/2023;Privato-0061;Privato;Cereali;Avena;Giugno;6;2023;1; 296,56 € ;t;20;5931,2;5940,08;20%;3;7131,096;Differita;01/06/2023;22;12/06/2023
2023-000046;23/04/2023;Privato-0514;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2023;23; 1,48 € ;Confezione;6;8,88;5940,08;20%;31;7159,096;Immediata;23/04/2023;0;23/04/2023
2023-000047;14/01/2023;Privato-0509;Privato;Erbe officinali;Erbe diverse;Annuale;1;2023;20; 62,14 € ;kg;20;1242,8;1242,8;20%;20;1511,36;Differita;20/01/2023;33;16/02/2023
2023-000048;23/05/2023;Privato-0379;Privato;Frutta;Albicocche;Maggio;5;2023;24; 4,38 € ;kg;6;26,28;26,28;20%;4;35,536;Differita;24/05/2023;120;20/09/2023
2023-000049;21/03/2023;RagSoc-0011;RagSoc;Legumi;Ceci;Aprile;4;2023;30; 98,73 € ;q;19;1875,87;1875,87;20%;12;2263,044;Differita;30/04/2023;24;14/04/2023
2023-000050;08/04/2023;Privato-0480;Privato;Spezie piante aromatiche;Origano;Aprile;4;2023;8; 1,04 € ;Confezione;9;9,36;21,82;20%;27;53,184;Immediata;08/04/2023;0;08/04/2023
2023-000050;03/05/2023;Privato-0060;Privato;Frutta;Ciliegie;Maggio;5;2023;3; 1,78 € ;kg;7;12,46;21,82;20%;5;31,184;Immediata;03/05/2023;0;03/05/2023
2023-000052;04/06/2023;Privato-0502;Privato;Cereali;Sorgo;Giugno;6;2023;9; 329,91 € ;t;13;4288,83;4288,83;20%;58;5204,596;Differita;09/06/2023;68;11/08/2023
2023-000055;14/06/2023;Privato-0179;Privato;Cereali;Miglio;Giugno;6;2023;14; 322,65 € ;t;12;3871,8;3871,8;20%;44;4690,16;Immediata;14/06/2023;0;14/06/2023
2023-000056;19/06/2023;Privato-0184;Privato;Cereali;Grano duro;Giugno;6;2023;21; 300,95 € ;t;4;1203,8;1405,84;20%;24;1711,008;Differita;21/06/2023;99;26/09/2023
2023-000056;21/09/2023;Privato-0278;Privato;Viti;Uva da tavola;Settembre;9;2023;21; 22,48 € ;q;8;179,84;1405,84;20%;29;1716,008;Immediata;21/09/2023;0;21/09/2023
2023-000056;26/02/2023;RagSoc-0011;RagSoc;Spezie piante aromatiche;Basilico;Aprile;4;2023;19; 1,48 € ;Confezione;15;22,2;1405,84;20%;0;1687,008;Differita;19/04/2023;66;03/05/2023
2023-000057;11/08/2023;Privato-0337;Privato;Frutta in guscio;Nocciole;Agosto;8;2023;11; 4,39 € ;kg;7;30,73;76,58;20%;21;112,896;Immediata;11/08/2023;0;11/08/2023
2023-000057;16/07/2023;RagSoc-0059;RagSoc;Frutta in guscio;Nocciole;Agosto;8;2023;11; 4,39 € ;kg;7;30,73;76,58;20%;20;111,896;Differita;11/08/2023;57;11/09/2023
2023-000057;29/04/2023;RagSoc-0061;RagSoc;Ortaggi;Spinaci;Aprile;4;2023;29; 5,04 € ;kg;3;15,12;76,58;20%;1;92,896;Immediata;29/04/2023;0;29/04/2023
2023-000059;01/04/2023;RagSoc-0006;RagSoc;Frutta;Ciliegie;Maggio;5;2023;7; 1,78 € ;kg;17;30,26;96,9;20%;11;127,28;Differita;07/05/2023;0;01/04/2023
2023-000059;26/04/2023;RagSoc-0113;RagSoc;Frutta;Pesche;Maggio;5;2023;17; 4,76 € ;kg;14;66,64;96,9;20%;1;117,28;Differita;17/05/2023;37;02/06/2023
2023-000060;15/04/2023;Privato-0697;Privato;Spezie piante aromatiche;Origano;Aprile;4;2023;23; 1,04 € ;Confezione;12;12,48;36,8;20%;13;57,16;Differita;23/04/2023;102;26/07/2023
2023-000060;08/05/2023;Privato-0425;Privato;Frutti di bosco;Ribes;Maggio;5;2023;13; 1,52 € ;kg;16;24,32;36,8;20%;10;54,16;Differita;13/05/2023;109;25/08/2023
2023-000061;14/05/2023;Privato-0590;Privato;Frutti di bosco;Ribes;Maggio;5;2023;18; 1,52 € ;kg;17;25,84;363,48;20%;20;456,176;Differita;18/05/2023;61;14/07/2023
2023-000061;01/09/2023;Privato-0401;Privato;Cereali;Orzo;Settembre;9;2023;2; 316,64 € ;t;1;316,64;363,48;20%;49;485,176;Differita;02/09/2023;100;10/12/2023
2023-000061;30/03/2023;RagSoc-0031;RagSoc;Ortaggi;Meloni;Aprile;4;2023;29; 1,50 € ;kg;14;21;363,48;20%;48;484,176;Differita;29/04/2023;61;30/05/2023
2023-000063;20/08/2023;Privato-0274;Privato;Frutta;Mele cotogne;Agosto;8;2023;29; 0,90 € ;kg;17;15,3;15,3;20%;0;18,36;Differita;29/08/2023;115;13/12/2023
2023-000068;05/05/2023;Privato-0358;Privato;Frutta;Albicocche;Maggio;5;2023;21; 4,38 € ;kg;12;52,56;141;20%;10;179,2;Differita;21/05/2023;38;12/06/2023
2023-000068;24/07/2023;Privato-0013;Privato;Frutta in guscio;Noci;Agosto;8;2023;18; 7,37 € ;kg;12;88,44;141;20%;12;181,2;Differita;18/08/2023;22;15/08/2023
2023-000070;16/05/2023;Privato-0602;Privato;Cereali;Segale;Giugno;6;2023;5; 334,75 € ;t;12;4017;4017;20%;6;4826,4;Differita;05/06/2023;109;02/09/2023
2023-000075;17/04/2023;Privato-0376;Privato;Ortaggi;Cicoria;Aprile;4;2023;17; 19,62 € ;kg;3;58,86;58,86;20%;0;70,632;Immediata;17/04/2023;0;17/04/2023
2023-000076;16/08/2023;Privato-0394;Privato;Frutta in guscio;Semi girasole;Agosto;8;2023;23; 3,98 € ;kg;16;63,68;63,68;20%;47;123,416;Differita;23/08/2023;28;13/09/2023
2023-000077;10/01/2023;Privato-0204;Privato;Altre piante;Piante d'arredo;Annuale;1;2023;11; 32,01 € ;Pezzo;18;576,18;576,18;20%;2;693,416;Differita;11/01/2023;72;23/03/2023
2023-000078;20/04/2023;Privato-0220;Privato;Legumi;Lenticchie;Aprile;4;2023;21; 113,58 € ;q;6;681,48;681,48;20%;10;827,776;Differita;21/04/2023;13;03/05/2023
2023-000081;22/08/2023;Privato-0279;Privato;Frutta in guscio;Noci;Agosto;8;2023;28; 7,37 € ;kg;12;88,44;88,44;20%;14;120,128;Differita;28/08/2023;66;27/10/2023
2023-000083;26/02/2023;RagSoc-0063;RagSoc;Ortaggi;Cetrioli;Aprile;4;2023;26; 12,08 € ;kg;2;24,16;24,16;20%;20;48,992;Differita;26/04/2023;69;06/05/2023
2023-000086;23/01/2023;Privato-0560;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2023;23; 37,71 € ;Pezzo;16;603,36;944,09;20%;7;1139,908;Immediata;23/01/2023;0;23/01/2023
2023-000086;30/08/2023;Privato-0591;Privato;Ortaggi;Carciofi;Settembre;9;2023;2; 2,34 € ;kg;17;39,78;944,09;20%;3;1135,908;Differita;02/09/2023;111;19/12/2023
2023-000086;27/05/2023;Privato-0432;Privato;Cereali;Grano duro;Giugno;6;2023;2; 300,95 € ;t;1;300,95;944,09;20%;9;1141,908;Differita;02/06/2023;101;05/09/2023
2023-000088;18/08/2023;Privato-0481;Privato;Frutta;Mele cotogne;Agosto;8;2023;19; 0,90 € ;kg;5;4,5;3686,75;20%;0;4424,1;Differita;19/08/2023;19;06/09/2023
2023-000088;30/05/2023;Privato-0282;Privato;Cereali;Segale;Giugno;6;2023;1; 334,75 € ;t;11;3682,25;3686,75;20%;10;4434,1;Differita;01/06/2023;69;07/08/2023
2023-000090;19/04/2023;Privato-0722;Privato;Frutti di bosco;Lamponi;Maggio;5;2023;1; 4,72 € ;kg;2;9,44;4455,7;20%;9;5355,84;Differita;01/05/2023;65;23/06/2023
2023-000090;11/06/2023;Privato-0398;Privato;Cereali;Grano tenero;Giugno;6;2023;15; 317,59 € ;t;14;4446,26;4455,7;20%;18;5364,84;Differita;15/06/2023;62;12/08/2023
2023-000092;14/01/2023;Privato-0027;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2023;14; 1,36 € ;Confezione;4;5,44;5,44;20%;3;9,528;Immediata;14/01/2023;0;14/01/2023
2023-000093;13/03/2023;RagSoc-0034;RagSoc;Legumi;Ceci;Aprile;4;2023;23; 98,73 € ;q;3;296,19;296,19;20%;5;360,428;Differita;23/04/2023;61;13/05/2023
2023-000094;02/04/2023;Privato-0513;Privato;Ortaggi;Cicoria;Aprile;4;2023;2; 19,62 € ;kg;20;392,4;392,4;20%;10;480,88;Immediata;02/04/2023;0;02/04/2023
2023-000095;14/04/2023;Privato-0080;Privato;Legumi;Fagioli;Aprile;4;2023;22; 60,02 € ;q;2;120,04;4271,88;20%;27;5153,256;Differita;22/04/2023;44;28/05/2023
2023-000095;26/04/2023;RagSoc-0048;RagSoc;Cereali;Avena;Giugno;6;2023;17; 296,56 € ;t;14;4151,84;4271,88;20%;20;5146,256;Differita;17/06/2023;57;22/06/2023
2023-000097;02/08/2023;Privato-0790;Privato;Frutta in guscio;Castagne;Agosto;8;2023;5; 2,87 € ;kg;11;31,57;31,57;20%;30;67,884;Differita;05/08/2023;77;18/10/2023
2023-000098;03/05/2023;Privato-0059;Privato;Frutta;Fragole;Maggio;5;2023;3; 4,94 € ;kg;14;69,16;69,16;20%;43;125,992;Immediata;03/05/2023;0;03/05/2023
2023-000099;21/04/2023;Privato-0058;Privato;Legumi;Fave;Aprile;4;2023;21; 117,01 € ;q;10;1170,1;1170,1;20%;19;1423,12;Immediata;21/04/2023;0;21/04/2023
2023-000100;28/05/2023;Privato-0243;Privato;Frutti di bosco;Ribes;Maggio;5;2023;28; 1,52 € ;kg;11;16,72;115,45;20%;6;144,54;Immediata;28/05/2023;0;28/05/2023
2023-000100;29/04/2023;Privato-0262;Privato;Legumi;Ceci;Aprile;4;2023;29; 98,73 € ;q;1;98,73;115,45;20%;0;138,54;Immediata;29/04/2023;0;29/04/2023
2023-000101;02/09/2023;Privato-0310;Privato;Ulivi;Olive per frantoio;Settembre;9;2023;4; 105,48 € ;q;7;738,3727273;860,2927273;20%;3;1035,351273;Differita;04/09/2023;96;07/12/2023
2023-000101;08/04/2023;Privato-0279;Privato;Ortaggi;Fagiolini;Aprile;4;2023;8; 10,16 € ;kg;12;121,92;860,2927273;20%;19;1051,351273;Immediata;08/04/2023;0;08/04/2023
2023-000102;24/04/2023;Privato-0392;Privato;Legumi;Piselli;Aprile;4;2023;24; 64,88 € ;q;19;1232,72;1232,72;20%;22;1501,264;Immediata;24/04/2023;0;24/04/2023
2023-000103;13/09/2023;Privato-0001;Privato;Ortaggi;Sedano;Settembre;9;2023;22; 8,57 € ;kg;11;94,27;215,07;20%;21;279,084;Differita;22/09/2023;51;03/11/2023
2023-000103;28/04/2023;RagSoc-0068;RagSoc;Ortaggi;Cetrioli;Aprile;4;2023;28; 12,08 € ;kg;10;120,8;215,07;20%;12;270,084;Immediata;28/04/2023;0;28/04/2023
2023-000104;26/09/2023;Privato-0758;Privato;Cereali;Mais;Settembre;9;2023;26; 293,38 € ;t;11;3227,18;3276,58;20%;5;3936,896;Immediata;26/09/2023;0;26/09/2023
2023-000104;11/05/2023;Privato-0329;Privato;Frutta;Fragole;Maggio;5;2023;11; 4,94 € ;kg;10;49,4;3276,58;20%;18;3949,896;Immediata;11/05/2023;0;11/05/2023
2023-000106;02/04/2023;RagSoc-0036;RagSoc;Frutti di bosco;Ribes;Maggio;5;2023;21; 1,52 € ;kg;13;19,76;19,76;20%;14;37,712;Differita;21/05/2023;5;07/04/2023
2023-000107;20/04/2023;Privato-0662;Privato;Legumi;Lenticchie;Aprile;4;2023;23; 113,58 € ;q;12;1362,96;1362,96;20%;2;1637,552;Differita;23/04/2023;100;29/07/2023
2023-000108;27/05/2023;Privato-0154;Privato;Frutti di bosco;Mirtilli;Maggio;5;2023;27; 5,70 € ;kg;15;85,5;5072,96;20%;19;6106,552;Immediata;27/05/2023;0;27/05/2023
2023-000108;01/09/2023;Privato-0088;Privato;Cereali;Mais;Settembre;9;2023;7; 293,38 € ;t;17;4987,46;5072,96;20%;32;6119,552;Differita;07/09/2023;116;26/12/2023
2023-000110;08/08/2023;RagSoc-0001;RagSoc;Frutta in guscio;Pistacchi;Agosto;8;2023;29; 3,61 € ;kg;15;54,15;205,07;20%;17;263,084;Differita;29/08/2023;74;21/10/2023
2023-000110;01/12/2023;RagSoc-0093;RagSoc;Altre piante;Piante per l'industria;Annuale;1;2024;8; 37,73 € ;Pezzo;4;150,92;205,07;20%;0;246,084;Differita;08/01/2024;26;27/12/2023
2023-000111;29/04/2023;Privato-0178;Privato;Frutta;Pesche;Maggio;5;2023;17; 4,76 € ;kg;9;42,84;42,84;20%;16;67,408;Differita;17/05/2023;8;07/05/2023
2023-000113;09/04/2023;Privato-0163;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2023;9; 1,31 € ;Confezione;3;3,93;3,93;20%;5;9,716;Immediata;09/04/2023;0;09/04/2023
2023-000116;10/04/2023;Privato-0295;Privato;Ortaggi;Meloni;Aprile;4;2023;10; 1,50 € ;kg;13;19,5;19,5;20%;12;35,4;Immediata;10/04/2023;0;10/04/2023
2023-000117;17/05/2023;Privato-0705;Privato;Frutta;Fragole;Maggio;5;2023;17; 4,94 € ;kg;17;83,98;83,98;20%;0;100,776;Immediata;17/05/2023;0;17/05/2023
2023-000118;17/08/2023;Privato-0031;Privato;Frutta in guscio;Semi girasole;Agosto;8;2023;19; 3,98 € ;kg;3;11,94;11,94;20%;8;22,328;Differita;19/08/2023;113;08/12/2023
2023-000121;02/04/2023;Privato-0521;Privato;Ortaggi;Asparagi;Aprile;4;2023;11; 2,21 € ;kg;16;35,36;2193,38;20%;0;2632,056;Differita;11/04/2023;11;13/04/2023
2023-000121;24/04/2023;Privato-0155;Privato;Legumi;Lenticchie;Aprile;4;2023;26; 113,58 € ;q;19;2158,02;2193,38;20%;43;2675,056;Differita;26/04/2023;57;20/06/2023
2023-000122;24/07/2023;RagSoc-0086;RagSoc;Frutta;Melograno;Agosto;8;2023;21; 3,28 € ;kg;9;29,52;29,52;20%;3;38,424;Differita;21/08/2023;21;14/08/2023
